StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Activity
30,Recording_18,Process_14,2022-02-21T04:52:53+00:00,Populate text field in window,Edit 'Search connectors and actions' in Window 'Create your  ...  - Microsoft​ Edge',,,,,,,Populate text field in window
31,Recording_18,Process_14,2022-02-21T04:52:58+00:00,Press button in window,Button 'Approvals' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Approvals\\'']\n""]",33.0,Create an Approval request via Approval flow,Event_85,msedgePress button in window
32,Recording_18,Process_14,2022-02-21T04:53:02+00:00,Press button in window,Button 'Start and wait for an approval Approvals' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Start and wait for an approval Approvals\\'']\n""]",34.0,Create an Approval request via Approval flow,Event_85,msedgePress button in window
33,Recording_18,Process_14,2022-02-21T04:53:09+00:00,Set drop-down list value in window,Combo Box 'Approval type' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Combo Box \\'Approval type\\''] OptionsNames: 'Enter custom value'\n""]",35.0,Create an Approval request via Approval flow,Event_85,msedgeSet drop-down list value in window
34,Recording_18,Process_14,2022-02-21T04:53:23+00:00,Populate text field in window,Edit 'Title' in Window 'Create your  ...  - Microsoft​ Edge',,,,,,,Populate text field in window
35,Recording_18,Process_14,2022-02-21T04:53:25+00:00,Click UI element in window,"Text 'Email addresses, separated by a semicolon (",,,,,,,Click UI element in window
36,Recording_18,Process_14,2022-02-21T04:53:28+00:00,Send keys,TextToSend:'NameSurname{LShiftKey}(@)mykarmahu',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'NameSurname{LShiftKey}(@)mykarmahu'\n""]",38.0,Share Mock drill request to higher authority,Event_86,Send keys
37,Recording_18,Process_14,2022-02-21T04:54:13+00:00,Click UI element in window,List Item 'Name Surname' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['List Item \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 108 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",39.0,Share Mock drill request to higher authority,Event_86,msedgeClick UI element in window
38,Recording_18,Process_14,2022-02-21T04:54:20+00:00,Populate text field in window,Edit 'Item link' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Edit \\'Item link\\''] Text: '''\n"", ""''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",40.0,Share Mock drill request to higher authority,Event_86,msedgePopulate text field in window
39,Recording_18,Process_14,2022-02-21T04:54:24+00:00,Press button in window,Button '+ New step' 2 in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'+ New step\\' 2']\n""]",41.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
40,Recording_18,Process_14,2022-02-21T04:54:27+00:00,Press button in window,Button 'Condition Control' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Condition Control\\'']\n""]",42.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
41,Recording_18,Process_14,2022-02-21T04:54:30+00:00,Click UI element in window,Edit 'Object Name' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Edit \\'Object Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 35 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",43.0,Share Mock drill request to higher authority,Event_86,msedgeClick UI element in window
42,Recording_18,Process_14,2022-02-21T04:54:33+00:00,Press button in window,Button 'Outcome The outcome of the approval' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Outcome The outcome of the approval\\'']\n""]",44.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
43,Recording_18,Process_14,2022-02-21T04:54:35+00:00,Click UI element in window,Edit 'Value' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Edit \\'Value\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 5 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",45.0,Share Mock drill request to higher authority,Event_86,msedgeClick UI element in window
44,Recording_18,Process_14,2022-02-21T04:54:39+00:00,Populate text field in window,Edit 'Value' 2 in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Edit \\'Value\\' 2'] Text: '''\n"", ""''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",46.0,Share Mock drill request to higher authority,Event_86,msedgePopulate text field in window
45,Recording_18,Process_14,2022-02-21T04:54:42+00:00,Press button in window,Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Add an action for Condition\\'s If yes branch\\'']\n""]",47.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
46,Recording_18,Process_14,2022-02-21T04:54:44+00:00,Press button in window,Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Add an action for Condition\\'s If yes branch\\' 2']\n""]",48.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
47,Recording_18,Process_14,2022-02-21T04:54:46+00:00,Click UI element in window,Edit 'Search connectors and actions' 2 in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Edit \\'Search connectors and actions\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 70 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",49.0,Share Mock drill request to higher authority,Event_86,msedgeClick UI element in window
48,Recording_18,Process_14,2022-02-21T04:54:49+00:00,Populate text field in window,Edit 'Search connectors and actions' 3 in Window 'Create your  ...  - Microsoft​ Edge',,,,,,,Populate text field in window
49,Recording_18,Process_14,2022-02-21T04:54:53+00:00,Press button in window,Button 'Compose Data Operation' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Compose Data Operation\\'']\n""]",51.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
50,Recording_18,Process_14,2022-02-21T04:54:57+00:00,Click UI element in window,Edit 'Inputs' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Edit \\'Inputs\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 4 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",52.0,Share Mock drill request to higher authority,Event_86,msedgeClick UI element in window
51,Recording_18,Process_14,2022-02-21T04:55:01+00:00,Populate text field in window,Edit 'Inputs' 2 in Window 'Create your  ...  - Microsoft​ Edge',,,,,,,Populate text field in window
52,Recording_18,Process_14,2022-02-21T04:55:07+00:00,Press button in window,Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Add an action for Condition\\'s If no branch\\'']\n""]",54.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
53,Recording_18,Process_14,2022-02-21T04:55:10+00:00,Click UI element in window,Edit 'Search connectors and actions' 4 in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Edit \\'Search connectors and actions\\' 4'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 78 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",55.0,Share Mock drill request to higher authority,Event_86,msedgeClick UI element in window
54,Recording_18,Process_14,2022-02-21T04:55:13+00:00,Populate text field in window,Edit 'Search connectors and actions' 5 in Window 'Create your  ...  - Microsoft​ Edge',,,,,,,Populate text field in window
55,Recording_18,Process_14,2022-02-21T04:55:16+00:00,Press button in window,Button 'Compose Data Operation' 2 in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Compose Data Operation\\' 2']\n""]",57.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
56,Recording_18,Process_14,2022-02-21T04:55:22+00:00,Populate text field in window,Edit 'Inputs' 3 in Window 'Create your  ...  - Microsoft​ Edge',,,,,,,Populate text field in window
57,Recording_18,Process_14,2022-02-21T04:55:25+00:00,Press button in window,Button 'Save' in Window 'Create your  ...  - Microsoft​ Edge',msedge,Create your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  - Microsoft\u200b Edge\\'']['Button \\'Save\\'']\n""]",59.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
58,Recording_18,Process_14,2022-02-21T04:55:31+00:00,Select menu option in window,Menu Item 'Test' in Window 'Edit your  ...  - Microsoft​ Edge',msedge,Edit your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Edit your  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Test\\'']\n""]",60.0,Share Mock drill request to higher authority,Event_86,msedgeSelect menu option in window
59,Recording_18,Process_14,2022-02-21T04:55:33+00:00,Click UI element in window,Text 'ms-ChoiceField-field field-852' in Window 'Edit your  ...  - Microsoft​ Edge',msedge,Edit your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Edit your  ...  - Microsoft\u200b Edge\\'']['Text \\'ms-ChoiceField-field field-852\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 15 OffsetY: 10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",61.0,Share Mock drill request to higher authority,Event_86,msedgeClick UI element in window
60,Recording_18,Process_14,2022-02-21T04:55:41+00:00,Press button in window,Button 'Test' in Window 'Edit your  ...  - Microsoft​ Edge',msedge,Edit your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Edit your  ...  - Microsoft\u200b Edge\\'']['Button \\'Test\\'']\n""]",62.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
61,Recording_18,Process_14,2022-02-21T04:55:45+00:00,Press button in window,Button 'Continue' in Window 'Edit your  ...  - Microsoft​ Edge',msedge,Edit your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Edit your  ...  - Microsoft\u200b Edge\\'']['Button \\'Continue\\'']\n""]",63.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
62,Recording_18,Process_14,2022-02-21T04:55:51+00:00,Press button in window,Button 'Run flow' in Window 'Edit your  ...  - Microsoft​ Edge',msedge,Edit your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Edit your  ...  - Microsoft\u200b Edge\\'']['Button \\'Run flow\\'']\n""]",64.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
63,Recording_18,Process_14,2022-02-21T04:57:02+00:00,Press button in window,Button 'Test' in Window 'Edit your  ...  - Microsoft​ Edge',msedge,Edit your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Edit your  ...  - Microsoft\u200b Edge\\'']['Button \\'Test\\'']\n""]",65.0,Share Mock drill request to higher authority,Event_86,msedgePress button in window
64,Recording_18,Process_14,2022-02-21T04:57:31+00:00,Click UI element in window,Group 'msla-monitor-canvas msla-transform-interactive-zone' in Window 'Run History  ...  - Microsoft​ Edge',msedge,Run History | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Run History  ...  - Microsoft\u200b Edge\\'']['Group \\'msla-monitor-canvas msla-transform-interactive-zone\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 223 OffsetY: 34 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",66.0,Share Mock drill request to higher authority,Event_86,msedgeClick UI element in window
65,Recording_18,Process_14,2022-02-21T04:57:32+00:00,Click UI element in window,Status Bar 'ms-MessageBar-text text-824' in Window 'Edit your  ...  - Microsoft​ Edge',msedge,Edit your flow | Power Automate and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Edit your  ...  - Microsoft\u200b Edge\\'']['Status Bar \\'ms-MessageBar-text text-824\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 176 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n"", '# End of autogenerated actions using the desktop recorder\n']",,Microsoft​ Edge: 'Edit your flow | Power Automate and 5 more pages -...',Event_87,msedgeClick UI element in window
0,Recording_19,Process_14,2022-02-21T06:14:31+00:00,Select menu option in window,Google Chrome - 3 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 3 running windows']\n""]",2.0,Login to collaborative tool,Event_88,Select menu option in window
1,Recording_19,Process_14,2022-02-21T06:14:34+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -52 OffsetY: 18 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",3.0,Login to collaborative tool,Event_88,Click UI element in window
2,Recording_19,Process_14,2022-02-21T06:14:37+00:00,Press button in window,Button 'SharePoint' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'SharePoint\\'']\n""]",4.0,Login to collaborative tool,Event_88,chromePress button in window
3,Recording_19,Process_14,2022-02-21T06:14:40+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -30 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Login to collaborative tool,Event_88,chromeClick UI element in window
4,Recording_19,Process_14,2022-02-21T06:14:45+00:00,Click UI element in window,Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 72 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6.0,Login to collaborative tool,Event_88,chromeClick UI element in window
5,Recording_19,Process_14,2022-02-21T06:14:52+00:00,Click UI element in window,Hyperlink 'Firefighting mockdrill agenda.docx' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Firefighting mockdrill agenda.docx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 59 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",7.0,Login to collaborative tool,Event_88,chromeClick UI element in window
6,Recording_19,Process_14,2022-02-21T06:15:10+00:00,Press button in window,Button 'Share' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Share\\'']\n""]",8.0,Take the Fire fighting mock drill agenda link stored on collaborative tool,Event_89,chromePress button in window
7,Recording_19,Process_14,2022-02-21T06:15:16+00:00,Click UI element in window,Button 'Copy' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Copy\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 16 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",9.0,Take the Fire fighting mock drill agenda link stored on collaborative tool,Event_89,chromeClick UI element in window
8,Recording_19,Process_14,2022-02-21T06:15:23+00:00,Press button in window,Button 'Copy' 2 in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Copy\\' 2']\n""]",10.0,Take the Fire fighting mock drill agenda link stored on collaborative tool,Event_89,chromePress button in window
9,Recording_19,Process_14,2022-02-21T06:15:26+00:00,Click UI element in window,Button 'Close' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Close\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -6 OffsetY: -11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",11.0,Take the Fire fighting mock drill agenda link stored on collaborative tool,Event_89,chromeClick UI element in window
10,Recording_19,Process_14,2022-02-21T06:15:33+00:00,Press button in window,Button 'New Tab' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",12.0,Select the date to conduct Fire fighting mock drill in coming week,Event_90,chromePress button in window
11,Recording_19,Process_14,2022-02-21T06:15:37+00:00,Press button in window,Button 'Google apps' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Google apps\\'']\n""]",13.0,Select the date to conduct Fire fighting mock drill in coming week,Event_90,chromePress button in window
12,Recording_19,Process_14,2022-02-21T06:15:40+00:00,Click UI element in window,Document in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Document'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -64 OffsetY: 86 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",14.0,Select the date to conduct Fire fighting mock drill in coming week,Event_90,chromeClick UI element in window
13,Recording_19,Process_14,2022-02-21T06:15:45+00:00,Click UI element in window,Group in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 77 OffsetY: -19 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",15.0,Select the date to conduct Fire fighting mock drill in coming week,Event_90,chromeClick UI element in window
14,Recording_19,Process_14,2022-02-21T06:15:56+00:00,Click UI element in window,Data Item '28' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'28\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 7 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",16.0,Select the date to conduct Fire fighting mock drill in coming week,Event_90,chromeClick UI element in window
15,Recording_19,Process_14,2022-02-21T06:16:11+00:00,Drag and drop UI element in window,Google Chrome - 3 running windows in Quick Launch Bar,,,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 8 MouseDownOffsetX: 14 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.TopLeft ControlToDrag: appmask['Quick Launch Bar']['Google Chrome - 3 running windows'] MouseUpOffsetY: -38 MouseUpOffsetX: 39 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.TopLeft ControlToDropOver: appmask['List \\'Task Switcher\\'']['List Item \\'Setup Page - Zoho CRM - Google Chrome\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",17.0,Open the Approval tool and generate request,Event_91,Drag and drop UI element in window
16,Recording_19,Process_14,2022-02-21T06:16:22+00:00,Click UI element in window,Image 2 in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Image 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -2 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",18.0,Open the Approval tool and generate request,Event_91,chromeClick UI element in window
17,Recording_19,Process_14,2022-02-21T06:16:38+00:00,Drag and drop UI element in window,Hyperlink 'Add Approval Process' in Hyperlink 'Approval Processes' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -4 MouseDownOffsetX: -23 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Approval Processes\\''] MouseUpOffsetY: 0 MouseUpOffsetX: -8 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Add Approval Process\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",19.0,Open the Approval tool and generate request,Event_91,chromeDrag and drop UI element in window
18,Recording_19,Process_14,2022-02-21T06:16:43+00:00,Click UI element in window,Data Item 'Approval  ...  Approval Process' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Approval  ...  Approval Process\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 36 OffsetY: 54 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",20.0,Open the Approval tool and generate request,Event_91,chromeClick UI element in window
19,Recording_19,Process_14,2022-02-21T06:17:00+00:00,Populate text field in window,Edit 'Name' in Pane 'New Tab - Google Chrome - Name',,,,,,,Populate text field in window
20,Recording_19,Process_14,2022-02-21T06:17:05+00:00,Populate text field in window,Edit 'Description' in Pane 'New Tab - Google Chrome - Name',,,,,,,Populate text field in window
21,Recording_19,Process_14,2022-02-21T06:17:08+00:00,Click UI element in window,Data Item 'Record CreationRecord Edit' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Record CreationRecord Edit\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -22 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",23.0,Open the Approval tool and generate request,Event_91,chromeClick UI element in window
22,Recording_19,Process_14,2022-02-21T06:17:11+00:00,Click UI element in window,Hyperlink 'Add Rule to this process' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Add Rule to this process\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -51 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",24.0,Open the Approval tool and generate request,Event_91,chromeClick UI element in window
23,Recording_19,Process_14,2022-02-21T06:17:26+00:00,Click UI element in window,Combo Box 'None' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Combo Box \\'None\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 8 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",25.0,Open the Approval tool and generate request,Event_91,chromeClick UI element in window
